# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length
GCF_000497525.1,PRJNA229419,SAMN02641488,,na,529122,1428,Bacillus thuringiensis YBT-1518,strain=YBT-1518,,latest,Complete Genome,Major,Full,2013/11/19,ASM49752v2,"State Key Laboratory of Agricultural Microbiology, Huazhong Agricultural University",GCA_000497525.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000497525.1_ASM49752v2,15.0,7.0,6037.0,6672921.0,GCF_000497525.1_Bacillus thuringiensis YBT-1518_strain=YBT-1518,0.470247084067,33.983501696,3961.0,@GCF_000497525.1_Bacillus_thuringiensis_YBT-1518_strain_YBT-1518,210.0,1.15103e-06
GCF_000747545.1,PRJNA224116,SAMN02797740,,na,570416,1428,Bacillus thuringiensis serovar kurstaki str. YBT-1520,strain=YBT-1520,,latest,Complete Genome,Major,Full,2014/09/04,ASM74754v1,Huazhong Agricultural University,GCA_000747545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000747545.1_ASM74754v1,14.0,10.0,6012.0,6520413.0,,,32.6285600963,,,,
GCF_000688795.1,PRJNA224116,SAMN02776149,,na,570416,1428,Bacillus thuringiensis serovar kurstaki str. YBT-1520,strain=YBT-1520,,latest,Complete Genome,Major,Full,2014/05/12,ASM68879v1,HUAZHONG AGRICULTURAL UNIVERSITY,GCA_000688795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000688795.1_ASM68879v1,13.0,12.0,6060.0,6580536.0,,,32.5853569396,,,,
GCF_000832925.1,PRJNA224116,SAMN03120827,,na,1428,1428,Bacillus thuringiensis,strain=HD682,,latest,Complete Genome,Major,Full,2015/02/05,ASM83292v1,Los Alamos National Laboratory,GCA_000832925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000832925.1_ASM83292v1,14.0,4.0,5281.0,5291389.0,GCF_000832925.1_Bacillus thuringiensis_strain=HD682,0.473321816116,34.2249773188,3984.0,@GCF_000832925.1_Bacillus_thuringiensis_strain_HD682,193.0,0.00136615
GCF_000832825.1,PRJNA224116,SAMN03085882,,na,1428,1428,Bacillus thuringiensis,strain=HD571,,latest,Complete Genome,Major,Full,2015/02/05,ASM83282v1,Los Alamos National Laboratory,GCA_000832825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000832825.1_ASM83282v1,14.0,2.0,5281.0,5312179.0,GCF_000832825.1_Bacillus thuringiensis_strain=HD571,0.471755858469,35.7872030474,3987.0,@GCF_000832825.1_Bacillus_thuringiensis_strain_HD571,199.0,0.00136615
GCF_000833085.1,PRJNA224116,SAMN03223175,,na,1428,1428,Bacillus thuringiensis,strain=97-27,,latest,Complete Genome,Major,Full,2015/02/05,ASM83308v1,Los Alamos National Laboratory,GCA_000833085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000833085.1_ASM83308v1,14.0,2.0,5287.0,5312686.0,GCF_000833085.1_Bacillus thuringiensis_strain=97-27,0.468611706765,34.0060940446,3985.0,@GCF_000833085.1_Bacillus_thuringiensis_strain_97-27,195.0,0.00273562
GCF_000717535.1,PRJNA224116,SAMN02898393,,na,1261129,1428,Bacillus thuringiensis serovar kurstaki str. HD-1,strain=HD-1,,latest,Complete Genome,Major,Full,2014/07/02,ASM71753v1,HUAZHONG AGRICULTURAL UNIVERSITY,GCA_000717535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000717535.1_ASM71753v1,14.0,14.0,6304.0,6766594.0,,,33.3745212158,,,,
GCF_000803665.1,PRJNA224116,SAMN03074947,,na,29338,1428,Bacillus thuringiensis serovar galleriae,strain=4G5,,latest,Complete Genome,Major,Full,2014/12/18,ASM80366v1,HUAZHONG AGRICULTURAL UNIVERSITY,GCA_000803665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000803665.1_ASM80366v1,14.0,11.0,6140.0,6742233.0,GCF_000803665.1_Bacillus thuringiensis serovar galleriae_strain=4G5,0.471910485892,33.6697306079,3951.0,@GCF_000803665.1_Bacillus_thuringiensis_serovar_galleriae_strain_4G5,206.0,1.15103e-06
GCF_000832485.1,PRJNA224116,SAMN03010438,,na,1428,1428,Bacillus thuringiensis,strain=HD1011,,latest,Complete Genome,Major,Full,2015/02/05,ASM83248v1,Los Alamos National Laboratory,GCA_000832485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000832485.1_ASM83248v1,14.0,5.0,6033.0,6093375.0,,,33.5635745667,,,,
GCF_000835025.1,PRJNA224116,SAMN03010437,,na,1452729,1428,Bacillus thuringiensis HD1002,strain=HD1002,,latest,Complete Genome,Major,Full,2015/02/10,ASM83502v1,Los Alamos National Laboratory,GCA_000835025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000835025.1_ASM83502v1,13.0,8.0,6447.0,6572702.0,,,35.2876527607,,,,
GCF_000940785.1,PRJNA224116,SAMN03274640,,na,1441,1428,Bacillus thuringiensis serovar morrisoni,strain=serovar morrisoni BGSC 4AA1,,latest,Complete Genome,Major,Full,2015/03/04,ASM94078v1,Huazhong Agricultural University,GCA_000940785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000940785.1_ASM94078v1,13.0,7.0,5702.0,6179896.0,,,33.842528633,,,,
GCF_001017635.1,PRJNA224116,SAMN03457230,,na,1428,1428,Bacillus thuringiensis,strain=YC-10,,latest,Complete Genome,Major,Full,2015/06/02,ASM101763v1,"Hunan Academy of Agricultural Science,",GCA_001017635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001017635.1_ASM101763v1,13.0,10.0,6237.0,6784135.0,,,33.0046663646,,,,
GCF_001183785.1,PRJNA224116,SAMN03121810,,na,180850,1428,Bacillus thuringiensis serovar indiana,strain=HD521,,latest,Complete Genome,Major,Full,2015/07/21,ASM118378v1,Rice Research Institution of SICAU,GCA_001183785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001183785.1_ASM118378v1,13.0,7.0,5994.0,6198448.0,GCF_001183785.1_Bacillus thuringiensis serovar indiana_strain=HD521,0.468139306142,32.8382226262,3947.0,@GCF_001183785.1_Bacillus_thuringiensis_serovar_indiana_strain_HD521,200.0,0.00135902
GCF_001182785.1,PRJNA224116,SAMN03840349,,na,1428,1428,Bacillus thuringiensis,strain=HS18-1,,latest,Complete Genome,Major,Full,2015/07/20,ASM118278v1,Sichuan Agricultural University,GCA_001182785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001182785.1_ASM118278v1,14.0,10.0,6080.0,6403459.0,GCF_001182785.1_Bacillus thuringiensis_strain=HS18-1,0.471292282886,33.6189114916,3963.0,@GCF_001182785.1_Bacillus_thuringiensis_strain_HS18-1,211.0,0.00136865
GCF_000307165.1,PRJNA176453,,,representative genome,698758,1449,Amphibacillus xylanus NBRC 15112,,,latest,Complete Genome,Major,Full,2012/10/01,ASM30716v1,National Institute of Technology and Evaluation,GCA_000307165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000307165.1_ASM30716v1,6.0,1.0,2286.0,2569486.0,GCF_000307165.1_Amphibacillus xylanus NBRC 15112,0.403968431266,35.7182720591,3702.0,@GCF_000307165.1_Amphibacillus_xylanus_NBRC_15112,164.0,0.156496
GCF_000165925.1,PRJNA59887,SAMN01816415,,na,720555,1452,Bacillus atrophaeus 1942,strain=1942,,latest,Complete Genome,Major,Full,2010/11/02,ASM16592v1,,GCA_000165925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000165925.1_ASM16592v1,7.0,1.0,3946.0,4168266.0,GCF_000165925.1_Bacillus atrophaeus 1942_strain=1942,0.46318862215,43.2192907075,3776.0,@GCF_000165925.1_Bacillus_atrophaeus_1942_strain_1942,227.0,0.00670348
GCF_000830075.1,PRJNA224116,SAMN03290662,,na,1452,1452,Bacillus atrophaeus,strain=NRS 1221A,NR-687,latest,Complete Genome,Major,Full,2015/01/29,ASM83007v1,BEI Resources/American Type,GCA_000830075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000830075.1_ASM83007v1,8.0,1.0,3944.0,4174830.0,,,43.2311255788,,,,
GCF_000009785.1,PRJNA58227,,,representative genome,235909,1462,Geobacillus kaustophilus HTA426,,,latest,Complete Genome,Major,Full,2004/12/04,ASM978v1,,GCA_000009785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009785.1_ASM978v1,9.0,2.0,3321.0,3592666.0,GCF_000009785.1_Geobacillus kaustophilus HTA426,0.42597458695,48.1186882444,3834.0,@GCF_000009785.1_Geobacillus_kaustophilus_HTA426,224.0,0.00843717
GCF_000511405.1,PRJNA232355,SAMN02641512,,representative genome,697284,1464,Paenibacillus larvae subsp. larvae DSM 25430,strain=DSM 25430,,latest,Complete Genome,Major,Full,2013/12/20,ASM51140v1,Georg-August-University Goettingen,GCA_000511405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000511405.1_ASM51140v1,8.0,2.0,3448.0,4056006.0,GCF_000511405.1_Paenibacillus larvae subsp. larvae DSM 25430_strain=DSM 25430,0.41787083467,41.0607506327,3094.0,@GCF_000511405.1_Paenibacillus_larvae_subsp._larvae_DSM_25430_strain_DSM_25430,126.0,0.105376
GCF_000219535.2,PRJNA224116,SAMN02469848,,representative genome,1042163,1465,Brevibacillus laterosporus LMG 15441,strain=LMG 15441,,latest,Complete Genome,Major,Full,2014/07/22,ASM21953v3,Georg-August-University Goettingen,GCA_000219535.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000219535.2_ASM21953v3,12.0,3.0,4284.0,5153859.0,GCF_000219535.2_Brevibacillus laterosporus LMG 15441_strain=LMG 15441,0.424772518152,39.5542525139,3297.0,@GCF_000219535.2_Brevibacillus_laterosporus_LMG_15441_strain_LMG_15441,195.0,0.0537326
GCF_000724485.1,PRJNA224116,SAMN02899989,,representative genome,796606,1471,Bacillus methanolicus MGA3,strain=MGA3,,latest,Complete Genome,Major,Full,2014/07/09,ASM72448v1,Bielefeld University,GCA_000724485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000724485.1_ASM72448v1,9.0,3.0,3106.0,3425208.0,GCF_000724485.1_Bacillus methanolicus MGA3_strain=MGA3,0.434750273426,37.0492905088,3812.0,@GCF_000724485.1_Bacillus_methanolicus_MGA3_strain_MGA3,198.0,0.033824
GCF_001050115.1,PRJNA224116,SAMN03246763,,na,1479,1479,Bacillus smithii,strain=DSM 4216,,latest,Complete Genome,Major,Full,2015/07/08,ASM105011v1,Corbion,GCA_001050115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001050115.1_ASM105011v1,11.0,2.0,2889.0,3381292.0,GCF_001050115.1_Bacillus smithii_strain=DSM 4216,0.436684346433,38.3381140453,3813.0,@GCF_001050115.1_Bacillus_smithii_strain_DSM_4216,185.0,0.0602561
GCF_000008765.1,PRJNA57677,SAMN02603243,,reference genome,272562,1488,Clostridium acetobutylicum ATCC 824,strain=ATCC 824,,latest,Complete Genome,Major,Full,2002/11/22,ASM876v1,,GCA_000008765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008765.1_ASM876v1,11.0,2.0,3778.0,4132880.0,GCF_000008765.1_Clostridium acetobutylicum ATCC 824_strain=ATCC 824,0.461077085428,30.9186207036,2838.0,@GCF_000008765.1_Clostridium_acetobutylicum_ATCC_824_strain_ATCC_824,150.0,1.15103e-06
GCF_000218855.1,PRJNA68293,SAMN02603396,,na,991791,1488,Clostridium acetobutylicum DSM 1731,strain=DSM 1731,,latest,Complete Genome,Major,Full,2011/06/17,ASM21885v1,,GCA_000218855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000218855.1_ASM21885v1,11.0,3.0,3897.0,4145581.0,,,29.2528722398,,,,
GCF_000191905.1,PRJNA159515,SAMN02603410,,na,863638,1488,Clostridium acetobutylicum EA 2018,strain=EA 2018,,latest,Complete Genome,Major,Full,2011/03/08,ASM19190v1,,GCA_000191905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000191905.1_ASM19190v1,11.0,2.0,3878.0,4132226.0,GCF_000191905.1_Clostridium acetobutylicum EA 2018_strain=EA 2018,0.461847566165,30.9181042733,2837.0,@GCF_000191905.1_Clostridium_acetobutylicum_EA_2018_strain_EA_2018,152.0,0.00159756
GCF_000017025.1,PRJNA58927,SAMN02603532,,na,441770,1491,Clostridium botulinum A str. ATCC 19397,strain=ATCC 19397,,latest,Complete Genome,Major,Full,2007/07/20,ASM1702v1,,GCA_000017025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017025.1_ASM1702v1,8.0,1.0,3547.0,3863450.0,,,28.2053346103,,,,
GCF_000017045.1,PRJNA58931,SAMN02603534,,reference genome,441771,1491,Clostridium botulinum A str. Hall,strain=Hall,,latest,Complete Genome,Major,Full,2007/07/20,ASM1704v1,,GCA_000017045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017045.1_ASM1704v1,8.0,1.0,3332.0,3760560.0,,,28.1847118514,,,,
GCF_000017065.1,PRJNA58929,SAMN02603533,,na,441772,1491,Clostridium botulinum F str. Langeland,strain=Langeland,,latest,Complete Genome,Major,Full,2007/07/20,ASM1706v1,,GCA_000017065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017065.1_ASM1706v1,9.0,2.0,3622.0,4012918.0,GCF_000017065.1_Clostridium botulinum F str. Langeland_strain=Langeland,0.510337298906,27.1970588512,2858.0,@GCF_000017065.1_Clostridium_botulinum_F_str._Langeland_strain_Langeland,171.0,0.00156241
GCF_000019305.1,PRJNA59147,SAMN02603535,,na,498213,1491,Clostridium botulinum B1 str. Okra,strain=Okra,,latest,Complete Genome,Major,Full,2008/02/28,ASM1930v1,,GCA_000019305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000019305.1_ASM1930v1,9.0,2.0,3763.0,4107013.0,GCF_000019305.1_Clostridium botulinum B1 str. Okra_strain=Okra,0.501430416355,26.8460786692,2862.0,@GCF_000019305.1_Clostridium_botulinum_B1_str._Okra_strain_Okra,161.0,0.00312484
GCF_000019545.1,PRJNA59149,SAMN02603536,,na,498214,1491,Clostridium botulinum A3 str. Loch Maree,strain=Loch Maree,,latest,Complete Genome,Major,Full,2008/03/05,ASM1954v1,,GCA_000019545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000019545.1_ASM1954v1,9.0,2.0,3842.0,4259691.0,GCF_000019545.1_Clostridium botulinum A3 str. Loch Maree_strain=Loch Maree,0.504991491708,26.9734291672,2853.0,@GCF_000019545.1_Clostridium_botulinum_A3_str._Loch_Maree_strain_Loch_Maree,176.0,1.15103e-06
GCF_000020165.1,PRJNA59159,SAMN02603538,,representative genome,935198,1491,Clostridium botulinum B str. Eklund 17B (NRP),strain=Eklund 17B,,latest,Complete Genome,Major,Full,2008/05/07,ASM2016v1,,GCA_000020165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020165.1_ASM2016v1,11.0,2.0,3346.0,3847969.0,GCF_000020165.1_Clostridium botulinum B str. Eklund 17B (NRP)_strain=Eklund 17B,0.472056355702,26.2320710899,2891.0,@GCF_000020165.1_Clostridium_botulinum_B_str._Eklund_17B__NRP__strain_Eklund_17B,185.0,1.15103e-06
GCF_000020285.1,PRJNA59157,SAMN02603537,,na,508767,1491,Clostridium botulinum E3 str. Alaska E43,strain=Alaska E43,,latest,Complete Genome,Major,Full,2008/05/16,ASM2028v1,,GCA_000020285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020285.1_ASM2028v1,11.0,1.0,3123.0,3659644.0,GCF_000020285.1_Clostridium botulinum E3 str. Alaska E43_strain=Alaska E43,0.468230201957,27.3612406015,2892.0,@GCF_000020285.1_Clostridium_botulinum_E3_str._Alaska_E43_strain_Alaska_E43,179.0,0.00156476
GCF_000020345.1,PRJNA59173,SAMN02603539,,na,515621,1491,Clostridium botulinum Ba4 str. 657,strain=657,,latest,Complete Genome,Major,Full,2009/05/01,ASM2034v1,,GCA_000020345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020345.1_ASM2034v1,9.0,3.0,3917.0,4257769.0,GCF_000020345.1_Clostridium botulinum Ba4 str. 657_strain=657,0.5011547739,25.9655673153,2863.0,@GCF_000020345.1_Clostridium_botulinum_Ba4_str._657_strain_657,155.0,0.00156163
GCF_000022765.1,PRJNA59229,SAMN02603540,,na,536232,1491,Clostridium botulinum A2 str. Kyoto,strain=Kyoto,,latest,Complete Genome,Major,Full,2009/04/15,ASM2276v1,,GCA_000022765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000022765.1_ASM2276v1,9.0,1.0,3736.0,4155278.0,GCF_000022765.1_Clostridium botulinum A2 str. Kyoto_strain=Kyoto,0.520567953293,28.2110125965,2868.0,@GCF_000022765.1_Clostridium_botulinum_A2_str._Kyoto_strain_Kyoto,167.0,0.00313149
GCF_000063585.1,PRJNA61579,SAMEA1705919,,reference genome,413999,1491,Clostridium botulinum A str. ATCC 3502,strain=ATCC 3502,,latest,Complete Genome,Major,Full,2007/05/24,ASM6358v1,,GCA_000063585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000063585.1_ASM6358v1,9.0,2.0,3590.0,3903260.0,GCF_000063585.1_Clostridium botulinum A str. ATCC 3502_strain=ATCC 3502,0.506434297878,27.5248120343,2856.0,@GCF_000063585.1_Clostridium_botulinum_A_str._ATCC_3502_strain_ATCC_3502,170.0,1.15103e-06
GCF_000204565.1,PRJNA66203,SAMN02603671,,na,929506,1491,Clostridium botulinum BKT015925,strain=BKT015925,,latest,Complete Genome,Major,Full,2011/04/18,ASM20456v1,,GCA_000204565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000204565.1_ASM20456v1,10.0,6.0,2839.0,3207592.0,GCF_000204565.1_Clostridium botulinum BKT015925_strain=BKT015925,0.488155686165,27.0381659465,2834.0,@GCF_000204565.1_Clostridium_botulinum_BKT015925_strain_BKT015925,140.0,0.00578374
GCF_000092345.1,PRJNA159513,SAMN02603020,,na,758678,1491,Clostridium botulinum F str. 230613,strain=230613,,latest,Complete Genome,Major,Full,2010/04/28,ASM9234v1,,GCA_000092345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092345.1_ASM9234v1,9.0,2.0,3340.0,4010614.0,,,27.1942194035,,,,
GCF_000253195.1,PRJEA162091,SAMEA2272270,,na,941968,1491,Clostridium botulinum H04402 065,strain=H04402 065,,latest,Complete Genome,Major,Full,2011/02/08,ASM25319v1,,GCA_000253195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000253195.1_ASM25319v1,9.0,1.0,3373.0,3919740.0,GCF_000253195.1_Clostridium botulinum H04402 065_strain=H04402 065,0.511361506651,28.2080954349,2859.0,@GCF_000253195.1_Clostridium_botulinum_H04402_065_strain_H04402_065,186.0,1.15103e-06
GCF_000817935.1,PRJNA224116,SAMN03222820,,na,1408283,1491,Clostridium botulinum CDC_1436,strain=CDC_1436,,latest,Complete Genome,Major,Full,2015/01/14,ASM81793v1,Los Alamos National Laboratory,GCA_000817935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000817935.1_ASM81793v1,8.0,2.0,3930.0,4365669.0,GCF_000817935.1_Clostridium botulinum CDC_1436_strain=CDC_1436,0.507001406929,26.8278590486,2864.0,@GCF_000817935.1_Clostridium_botulinum_CDC_1436_strain_CDC_1436,154.0,1.15103e-06
GCF_000789355.1,PRJNA224116,SAMN03222822,,na,1415774,1491,Clostridium botulinum 202F,strain=202F,,latest,Complete Genome,Major,Full,2014/12/04,ASM78935v1,Los Alamos National Laboratory,GCA_000789355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000789355.1_ASM78935v1,10.0,2.0,3435.0,3914604.0,GCF_000789355.1_Clostridium botulinum 202F_strain=202F,0.475473845956,27.9132956873,2893.0,@GCF_000789355.1_Clostridium_botulinum_202F_strain_202F,166.0,0.00312121
GCF_000827955.1,PRJNA224116,SAMN03284339,,na,1491,1491,Clostridium botulinum,strain=NCTC 8550,,latest,Complete Genome,Major,Full,2015/01/23,ASM82795v1,KULeuven,GCA_000827955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000827955.1_ASM82795v1,11.0,1.0,3063.0,3611898.0,,,27.3537347954,,,,
GCF_000827935.1,PRJNA224116,SAMN03284354,,na,1491,1491,Clostridium botulinum,,,latest,Complete Genome,Major,Full,2015/01/23,ASM82793v1,KULeuven,GCA_000827935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000827935.1_ASM82793v1,11.0,1.0,3064.0,3611897.0,,,27.3537700549,,,,
GCF_000829015.1,PRJNA224116,SAMD00024166,,na,1491,1491,Clostridium botulinum,strain=111,,latest,Complete Genome,Major,Full,2015/01/06,ASM82901v1,Osaka Prefecture University,GCA_000829015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000829015.1_ASM82901v1,10.0,1.0,3496.0,3901300.0,GCF_000829015.1_Clostridium botulinum_strain=111,0.509832659129,28.2730884577,2854.0,@GCF_000829015.1_Clostridium_botulinum_strain_111,155.0,0.00312847
GCF_000145275.1,PRJNA51503,SAMN00002614,,representative genome,573061,1493,Clostridium cellulovorans 743B,strain=743B,,latest,Complete Genome,Major,Full,2010/08/11,ASM14527v1,,GCA_000145275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000145275.1_ASM14527v1,9.0,1.0,4188.0,5262222.0,GCF_000145275.1_Clostridium cellulovorans 743B_strain=743B,0.48194270637,31.2094016558,2876.0,@GCF_000145275.1_Clostridium_cellulovorans_743B_strain_743B,143.0,0.0926682
GCF_000009205.1,PRJNA57679,SAMEA1705932,,reference genome,272563,1496,Peptoclostridium difficile 630,strain=630,,latest,Complete Genome,Major,Full,2006/09/20,ASM920v1,,GCA_000009205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009205.1_ASM920v1,11.0,2.0,3767.0,4298133.0,,,28.4815405739,,,,
GCF_000085225.1,PRJNA41017,SAMEA3138290,,na,645462,1496,Peptoclostridium difficile CD196,strain=CD196,,latest,Complete Genome,Major,Full,2009/10/01,ASM8522v1,,GCA_000085225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000085225.1_ASM8522v1,10.0,1.0,3603.0,4110554.0,GCF_000085225.1_Peptoclostridium difficile CD196_strain=CD196,0.45749718824,28.5631815079,2925.0,@GCF_000085225.1_Peptoclostridium_difficile_CD196_strain_CD196,141.0,0.00327684
GCF_000210435.1,PRJNA158361,SAMEA3138368,,na,699035,1496,Peptoclostridium difficile M120,strain=M120,,latest,Complete Genome,Major,Full,2010/03/24,ASM21043v1,,GCA_000210435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000210435.1_ASM21043v1,11.0,1.0,3499.0,4047729.0,GCF_000210435.1_Peptoclostridium difficile M120_strain=M120,0.455600102766,28.6734857991,2927.0,@GCF_000210435.1_Peptoclostridium_difficile_M120_strain_M120,139.0,1.15103e-06
GCF_000932055.1,PRJNA224116,SAMN03344097,,na,272563,1496,Peptoclostridium difficile 630,strain=630,,latest,Complete Genome,Major,Full,2015/02/24,ASM93205v1,Norddeutsches Zentrum für Mikrobielle Genomforschung,GCA_000932055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000932055.1_ASM93205v1,12.0,1.0,3750.0,4274806.0,,,29.0390721825,,,,
GCF_000953275.1,PRJNA224116,SAMEA2780266,,na,1496,1496,Peptoclostridium difficile,strain=630Derm,,latest,Complete Genome,Major,Full,2014/12/16,CD630DERM,SC,GCA_000953275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000953275.1_CD630DERM,12.0,1.0,3772.0,4293049.0,GCF_000953275.1_Peptoclostridium difficile_strain=630Derm,0.456745421035,29.0814989533,2924.0,@GCF_000953275.1_Peptoclostridium_difficile_strain_630Derm,159.0,0.00161313
GCF_000389635.1,PRJNA201478,SAMN02602952,,representative genome,86416,1501,Clostridium pasteurianum BC1,strain=BC1,,latest,Complete Genome,Major,Full,2013/05/06,ASM38963v1,Brookhaven National Laboratory,GCA_000389635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000389635.1_ASM38963v1,9.0,2.0,4403.0,5044100.0,GCF_000389635.1_Clostridium pasteurianum BC1_strain=BC1,0.471206121599,29.7584566295,2840.0,@GCF_000389635.1_Clostridium_pasteurianum_BC1_strain_BC1,159.0,0.00647921
GCF_000807175.1,PRJNA224116,SAMN02990137,,na,1262449,1501,Clostridium pasteurianum DSM 525 = ATCC 6013,strain=ATCC 6013,,latest,Complete Genome,Major,Full,2014/12/23,ASM80717v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000807175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000807175.1_ASM80717v1,10.0,1.0,3732.0,4351893.0,,,29.9364897069,,,,
GCF_000807255.1,PRJNA224116,SAMN02990135,,na,1262449,1501,Clostridium pasteurianum DSM 525 = ATCC 6013,strain=DSM 525,,latest,Complete Genome,Major,Full,2014/12/23,ASM80725v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000807255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000807255.1_ASM80725v1,10.0,1.0,3733.0,4352101.0,GCF_000807255.1_Clostridium pasteurianum DSM 525 = ATCC 6013_strain=DSM 525,0.473618815013,29.9365524835,2841.0,@GCF_000807255.1_Clostridium_pasteurianum_DSM_525___ATCC_6013_strain_DSM_525,158.0,0.00976816
GCF_000506785.2,PRJNA224116,SAMN02427303,,na,1428454,1501,Clostridium pasteurianum NRRL B-598,strain=NRRL B-598,,latest,Complete Genome,Major,Full,2015/09/01,ASM50678v2,"Department of Biotechnology, Institute of Chemical Technology Prague",GCA_000506785.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000506785.2_ASM50678v2,16.0,1.0,5040.0,6186879.0,GCF_000506785.2_Clostridium pasteurianum NRRL B-598_strain=NRRL B-598,0.448266400054,29.8234376331,2885.0,@GCF_000506785.2_Clostridium_pasteurianum_NRRL_B-598_strain_NRRL_B-598,160.0,0.00320613
GCF_000009685.1,PRJNA57681,,,representative genome,195102,1502,Clostridium perfringens str. 13,strain=13,,latest,Complete Genome,Major,Full,2004/05/11,ASM968v1,,GCA_000009685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009685.1_ASM968v1,10.0,2.0,2586.0,3085740.0,GCF_000009685.1_Clostridium perfringens str. 13_strain=13,0.477171877426,27.0311408283,2880.0,@GCF_000009685.1_Clostridium_perfringens_str._13_strain_13,139.0,1.15103e-06
