# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000463355.1,PRJNA224116,SAMN02603659,,representative genome,862967,1338,Streptococcus intermedius B196,strain=B196,,latest,Complete Genome,Major,Full,2013/09/03,ASM46335v1,"National Microbiology Laboratory, Public Health Agency of Canada",GCA_000463355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/355/GCF_000463355.1_ASM46335v1,,,4.0,1.0,1825.0,1996214.0,,,37.5569953923,,,,,
GCF_000463385.1,PRJNA224116,SAMN02603658,,na,862966,1338,Streptococcus intermedius C270,strain=C270,,latest,Complete Genome,Major,Full,2013/09/03,ASM46338v1,"National Microbiology Laboratory, Public Health Agency of Canada",GCA_000463385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/385/GCF_000463385.1_ASM46338v1,,,4.0,1.0,1775.0,1960728.0,,,37.6489242771,,,,,
GCF_002073355.1,PRJNA224116,SAMN04875570,,na,1338,1338,Streptococcus intermedius,strain=FDAARGOS_233,,latest,Complete Genome,Major,Full,2017/03/29,ASM207335v1,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_002073355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/355/GCF_002073355.1_ASM207335v1,,,4.0,1.0,1708.0,1913894.0,GCF_002073355.1_Streptococcus intermedius_strain=FDAARGOS_233,0.502012669576,37.6620126297,5339.0,@GCF_002073355.1_Streptococcus_intermedius_strain_FDAARGOS_233,114.0,0.0024277,52.0
GCF_000831485.1,PRJNA224116,SAMN03286870,,representative genome,1346,1346,Streptococcus iniae,strain=YSFST01-82,,latest,Complete Genome,Major,Full,2015/02/03,ASM83148v1,"ChunLab, Inc",GCA_000831485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/485/GCF_000831485.1_ASM83148v1,,,5.0,1.0,1847.0,2086959.0,GCF_000831485.1_Streptococcus iniae_strain=YSFST01-82,0.492249882676,36.8198416931,5241.0,@GCF_000831485.1_Streptococcus_iniae_strain_YSFST01-82,154.0,0.0146937,666.0
GCF_001885145.1,PRJNA224116,SAMN05967356,,na,1346,1346,Streptococcus iniae,strain=89353,,latest,Complete Genome,Major,Full,2016/11/22,ASM188514v1,National Taiwan Ocean University,GCA_001885145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/145/GCF_001885145.1_ASM188514v1,,,6.0,1.0,1835.0,2098647.0,,,36.8334455485,,,,,
GCF_002220115.1,PRJNA224116,SAMN06909305,,na,1346,1346,Streptococcus iniae,strain=QMA0248,,latest,Complete Genome,Major,Full,2017/07/17,ASM222011v1,University of Queensland,GCA_002220115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/115/GCF_002220115.1_ASM222011v1,,,5.0,1.0,1886.0,2116570.0,GCF_002220115.1_Streptococcus iniae_strain=QMA0248,0.485784609471,36.8242486665,5242.0,@GCF_002220115.1_Streptococcus_iniae_strain_QMA0248,157.0,1e-06,636.0
GCF_000213825.1,PRJNA224116,SAMN02603301,,representative genome,936154,1348,Streptococcus parauberis KCTC 11537,strain=KCTC 11537,,latest,Complete Genome,Major,Full,2011/05/17,ASM21382v1,"Gyeongsang National University, Aquatic Biotechnology Center of WCU project",GCA_000213825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/825/GCF_000213825.1_ASM21382v1,,,5.0,1.0,1829.0,2143887.0,GCF_000213825.1_Streptococcus parauberis KCTC 11537_strain=KCTC 11537,0.505431384419,35.5478157198,5244.0,@GCF_000213825.1_Streptococcus_parauberis_KCTC_11537_strain_KCTC_11537,127.0,0.0275753,5.0
GCF_000009545.1,PRJNA224116,SAMEA3138207,,representative genome,218495,1349,Streptococcus uberis 0140J,strain=0140J,,latest,Complete Genome,Major,Full,2009/01/28,ASM954v1,Sanger Institute,GCA_000009545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/545/GCF_000009545.1_ASM954v1,,assembly from proxytype material,5.0,1.0,1760.0,1852352.0,GCF_000009545.1_Streptococcus uberis 0140J_strain=0140J,0.470159427538,36.6318064817,5233.0,@GCF_000009545.1_Streptococcus_uberis_0140J_strain_0140J,153.0,0.0365089,391.0
GCF_000007785.1,PRJNA57669,SAMN02603978,,reference genome,226185,1351,Enterococcus faecalis V583,strain=V583,,latest,Complete Genome,Major,Full,2003/03/28,ASM778v1,TIGR,GCA_000007785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/785/GCF_000007785.1_ASM778v1,,,4.0,4.0,3264.0,3359974.0,GCF_000007785.1_Enterococcus faecalis V583_strain=V583,0.504883813969,37.3811523542,5210.0,@GCF_000007785.1_Enterococcus_faecalis_V583_strain_V583,153.0,1e-06,200.0
GCF_000172575.2,PRJNA224116,SAMN02603002,,na,474186,1351,Enterococcus faecalis OG1RF,strain=OG1RF,,latest,Complete Genome,Major,Full,2011/04/06,ASM17257v2,Baylor College of Medicine,GCA_000172575.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/575/GCF_000172575.2_ASM17257v2,,,4.0,1.0,2548.0,2739625.0,,,37.7526121276,,,,,
GCF_000281195.1,PRJNA224116,SAMN02603765,,na,1206105,1351,Enterococcus faecalis D32,strain=D32,,latest,Complete Genome,Major,Full,2012/07/24,ASM28119v1,Robert Koch Institute,GCA_000281195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/195/GCF_000281195.1_ASM28119v1,,,4.0,3.0,2926.0,3062505.0,GCF_000281195.1_Enterococcus faecalis D32_strain=D32,0.509724270214,37.4244940008,5212.0,@GCF_000281195.1_Enterococcus_faecalis_D32_strain_D32,157.0,0.0215004,25.0
GCF_000317915.1,PRJNA224116,SAMEA2272087,,na,1261557,1351,Enterococcus faecalis str. Symbioflor 1,strain=Symbioflor 1,,latest,Complete Genome,Major,Full,2012/12/03,ASM31791v1,JLU,GCA_000317915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/915/GCF_000317915.1_ASM31791v1,,,4.0,1.0,2670.0,2810675.0,GCF_000317915.1_Enterococcus faecalis str. Symbioflor 1_strain=Symbioflor 1,0.500976309349,37.7160646464,5209.0,@GCF_000317915.1_Enterococcus_faecalis_str._Symbioflor_1_strain_Symbioflor_1,153.0,0.00119033,12.0
GCF_000550745.1,PRJNA224116,SAMN03081447,,na,1287066,1351,Enterococcus faecalis DENG1,strain=DENG1,,latest,Complete Genome,Major,Full,2014/02/05,ASM55074v1,The Affiliated Shenzhen Nanshan Hospital of Guangdong Medical College,GCA_000550745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/745/GCF_000550745.1_ASM55074v1,,,4.0,1.0,2834.0,2961043.0,,,37.5209343464,,,,,
GCF_000742975.1,PRJNA224116,SAMN02870637,,na,1201292,1351,Enterococcus faecalis ATCC 29212,strain=ATCC 29212,,latest,Complete Genome,Major,Full,2014/08/22,ASM74297v1,Los Alamos National Laboratory,GCA_000742975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/975/GCF_000742975.1_ASM74297v1,,,4.0,3.0,2865.0,3048131.0,,,37.3540704123,,,,,
GCF_001598635.1,PRJNA224116,SAMN04585513,,na,1351,1351,Enterococcus faecalis,strain=LD33,,latest,Complete Genome,Major,Full,2016/03/28,ASM159863v1,Harbin Institute of Technology,GCA_001598635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/635/GCF_001598635.1_ASM159863v1,,,4.0,1.0,2631.0,2803429.0,,,37.5867196922,,,,,
GCF_001689055.2,PRJNA224116,SAMN04621616,,na,1351,1351,Enterococcus faecalis,strain=KB1,,latest,Complete Genome,Major,Full,2017/04/05,ASM168905v2,University of Bern,GCA_001689055.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/689/055/GCF_001689055.2_ASM168905v2,,,4.0,1.0,2793.0,3026009.0,,,37.1918589799,,,,,
GCF_001878735.1,PRJNA224116,SAMN05990127,,na,1351,1351,Enterococcus faecalis,strain=L9,,latest,Complete Genome,Major,Full,2016/11/14,ASM187873v1,USP,GCA_001878735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/878/735/GCF_001878735.1_ASM187873v1,,,4.0,1.0,2575.0,2693039.0,,,37.7282319343,,,,,
GCF_001886675.1,PRJNA224116,SAMN06042544,,na,1351,1351,Enterococcus faecalis,strain=L12,,latest,Complete Genome,Major,Full,2016/11/28,ASM188667v1,USP,GCA_001886675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/675/GCF_001886675.1_ASM188667v1,,,4.0,1.0,2536.0,2668255.0,,,37.7974743793,,,,,
GCF_001989555.1,PRJNA224116,SAMN06270347,,na,1351,1351,Enterococcus faecalis,strain=CLB21560,,latest,Complete Genome,Major,Full,2017/02/07,ASM198955v1,Merck Research Laboratory,GCA_001989555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/555/GCF_001989555.1_ASM198955v1,,,4.0,3.0,3182.0,3243539.0,,,37.1140596737,,,,,
GCF_002163735.1,PRJNA224116,SAMN04859054,,na,1351,1351,Enterococcus faecalis,strain=sorialis,,latest,Complete Genome,Major,Full,2017/06/02,ASM216373v1,J. Craig Venter Institute,GCA_002163735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/735/GCF_002163735.1_ASM216373v1,,,4.0,3.0,2884.0,3054066.0,,,37.2216252039,,,,,
GCF_000174395.2,PRJNA55353,SAMN00002237,,reference genome,333849,1352,Enterococcus faecium DO,strain=DO,,latest,Complete Genome,Major,Full,2012/05/25,ASM17439v2,Baylor College of Medicine,GCA_000174395.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/395/GCF_000174395.2_ASM17439v2,,,6.0,4.0,3114.0,3052572.0,GCF_000174395.2_Enterococcus faecium DO_strain=DO,0.465952638725,37.8698029072,5201.0,@GCF_000174395.2_Enterococcus_faecium_DO_strain_DO,186.0,0.00726835,998.0
GCF_000250945.1,PRJNA224116,SAMN02604218,,na,1155766,1352,Enterococcus faecium Aus0004,strain=Aus0004,,latest,Complete Genome,Major,Full,2012/03/01,ASM25094v1,"University of Melbourne, Australia",GCA_000250945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/945/GCF_000250945.1_ASM25094v1,,,6.0,4.0,2723.0,3019780.0,GCF_000250945.1_Enterococcus faecium Aus0004_strain=Aus0004,0.460927752902,38.3074925988,5189.0,@GCF_000250945.1_Enterococcus_faecium_Aus0004_strain_Aus0004,145.0,1e-06,41.0
GCF_000336405.1,PRJNA224116,SAMN02604149,,na,1104325,1352,Enterococcus faecium NRRL B-2354,strain=NRRL B-2354,,latest,Complete Genome,Major,Full,2013/02/04,ASM33640v1,"University of California, Davis",GCA_000336405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/405/GCF_000336405.1_ASM33640v1,,,6.0,2.0,2605.0,2849891.0,,,37.8727467121,,,,,
GCF_000444405.1,PRJNA224116,SAMN02604219,,na,1305849,1352,Enterococcus faecium Aus0085,strain=AUS0085,,latest,Complete Genome,Major,Full,2013/08/06,ASM44440v1,University Of Melbourne,GCA_000444405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/405/GCF_000444405.1_ASM44440v1,,,6.0,7.0,2890.0,3239275.0,,,37.981400159,,,,,
GCF_000737555.1,PRJNA224116,SAMN02194078,,na,1344042,1352,Enterococcus faecium T110,strain=T110,,latest,Complete Genome,Major,Full,2014/08/04,ASM73755v1,SRM University,GCA_000737555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/555/GCF_000737555.1_ASM73755v1,,,6.0,2.0,2492.0,2737963.0,GCF_000737555.1_Enterococcus faecium T110_strain=T110,0.461469030064,38.4286785468,5193.0,@GCF_000737555.1_Enterococcus_faecium_T110_strain_T110,143.0,0.00118952,23.0
GCF_001298485.1,PRJNA224116,SAMN04009964,,na,1352,1352,Enterococcus faecium,strain=64/3,human patient,latest,Complete Genome,Major,Full,2015/09/24,ASM129848v1,Robert Koch Institute,GCA_001298485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/485/GCF_001298485.1_ASM129848v1,,,6.0,1.0,2374.0,2572333.0,,,38.1646932959,,,,,
GCF_001412695.1,PRJNA224116,SAMN04201208,,na,1352,1352,Enterococcus faecium,strain=UW7606x64/3 TC1,,latest,Complete Genome,Major,Full,2015/10/26,ASM141269v1,Robert Koch Institute,GCA_001412695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/695/GCF_001412695.1_ASM141269v1,,,6.0,2.0,2551.0,2753355.0,,,38.213960786,,,,,
GCF_001518735.1,PRJNA224116,SAMN04418075,,na,1352,1352,Enterococcus faecium,strain=6E6,,latest,Complete Genome,Major,Full,2016/01/20,ASM151873v1,University of Minnesota,GCA_001518735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/735/GCF_001518735.1_ASM151873v1,,,6.0,3.0,3118.0,3397853.0,GCF_001518735.1_Enterococcus faecium_strain=6E6,0.465431824488,37.5789064447,5188.0,@GCF_001518735.1_Enterococcus_faecium_strain_6E6,153.0,1e-06,4.0
GCF_001587115.1,PRJNA224116,SAMN03339922,,na,1352,1352,Enterococcus faecium,strain=UW8175,,latest,Complete Genome,Major,Full,2016/03/11,ASM158711v1,Robert Koch-Institute,GCA_001587115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/115/GCF_001587115.1_ASM158711v1,,,6.0,4.0,2630.0,2878192.0,,,38.0260594151,,,,,
GCF_001635875.1,PRJNA224116,SAMN03486724,,na,1352,1352,Enterococcus faecium,strain=E39,,latest,Complete Genome,Major,Full,2016/05/02,ASM163587v1,New York Medical College,GCA_001635875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/875/GCF_001635875.1_ASM163587v1,,,6.0,6.0,2800.0,3108034.0,,,37.7964977217,,,,,
GCF_001720945.1,PRJNA224116,SAMN03988632,,na,1352,1352,Enterococcus faecium,strain=ISMMS_VRE_1,,latest,Complete Genome,Major,Full,2016/09/07,ASM172094v1,Mount Sinai School of Medicine,GCA_001720945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/945/GCF_001720945.1_ASM172094v1,,,6.0,6.0,2945.0,3259287.0,GCF_001720945.1_Enterococcus faecium_strain=ISMMS_VRE_1,0.462292965827,37.6856042441,5195.0,@GCF_001720945.1_Enterococcus_faecium_strain_ISMMS_VRE_1,153.0,1e-06,6.0
GCF_001721065.1,PRJNA224116,SAMN03988624,,na,1352,1352,Enterococcus faecium,strain=ISMMS_VRE_7,,latest,Complete Genome,Major,Full,2016/09/07,ASM172106v1,Mount Sinai School of Medicine,GCA_001721065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/065/GCF_001721065.1_ASM172106v1,,,6.0,5.0,2969.0,3221354.0,,,37.6941497271,,,,,
GCF_001721905.1,PRJNA224116,SAMN03988630,,na,1352,1352,Enterococcus faecium,strain=ISMMS_VRE_11,,latest,Complete Genome,Major,Full,2016/09/08,ASM172190v1,Mount Sinai School of Medicine,GCA_001721905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/905/GCF_001721905.1_ASM172190v1,,,9.0,7.0,2809.0,3140297.0,GCF_001721905.1_Enterococcus faecium_strain=ISMMS_VRE_11,0.473392290217,37.7668099546,5190.0,@GCF_001721905.1_Enterococcus_faecium_strain_ISMMS_VRE_11,150.0,0.00119587,2.0
GCF_001750885.1,PRJNA224116,SAMN04045274,,na,1352,1352,Enterococcus faecium,strain=E745,,latest,Complete Genome,Major,Full,2016/10/03,ASM175088v1,UMC Utrecht,GCA_001750885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/885/GCF_001750885.1_ASM175088v1,,,6.0,7.0,2852.0,3168410.0,,,37.6997610789,,,,,
GCF_001886635.1,PRJNA224116,SAMN06019998,,na,1352,1352,Enterococcus faecium,strain=E1,,latest,Complete Genome,Major,Full,2016/11/28,ASM188663v1,EvoTAR,GCA_001886635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/635/GCF_001886635.1_ASM188663v1,,,6.0,5.0,2958.0,3208737.0,,,37.7179245292,,,,,
GCF_001895905.1,PRJNA224116,SAMN06018903,,na,1352,1352,Enterococcus faecium,strain=VRE001,,latest,Complete Genome,Major,Full,2016/12/09,ASM189590v1,St Jude Children's Research Hospital,GCA_001895905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/905/GCF_001895905.1_ASM189590v1,,,6.0,4.0,3067.0,3242672.0,,,37.8501124998,,,,,
GCF_001953235.1,PRJNA224116,SAMN03988631,,na,1352,1352,Enterococcus faecium,strain=ISMMS_VRE_12,,latest,Complete Genome,Major,Full,2017/01/17,ASM195323v1,Mount Sinai School of Medicine,GCA_001953235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/235/GCF_001953235.1_ASM195323v1,,,6.0,5.0,2907.0,3130591.0,,,37.7536701537,,,,,
GCF_001953255.1,PRJNA224116,SAMN03988627,,na,1352,1352,Enterococcus faecium,strain=ISMMS_VRE_9,,latest,Complete Genome,Major,Full,2017/01/17,ASM195325v1,Mount Sinai School of Medicine,GCA_001953255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/255/GCF_001953255.1_ASM195325v1,,,6.0,5.0,2903.0,3126703.0,,,37.7552329083,,,,,
GCF_002007625.1,PRJNA224116,SAMN06186500,,na,1352,1352,Enterococcus faecium,strain=2014-VREF-41,,latest,Complete Genome,Major,Full,2017/02/28,ASM200762v1,Asia Pacific Foundation for Infectious Diseases (APFID),GCA_002007625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/625/GCF_002007625.1_ASM200762v1,,,6.0,5.0,2989.0,3280732.0,,,37.5660370917,,,,,
GCF_002024245.1,PRJNA224116,SAMN06463381,,na,1352,1352,Enterococcus faecium,,2014-VREF-114,latest,Complete Genome,Major,Full,2017/03/09,ASM202424v1,Asia Pacific Foundation for Infectious Diseases (APFID),GCA_002024245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/245/GCF_002024245.1_ASM202424v1,,,6.0,7.0,2853.0,3255197.0,,,37.4977612722,,,,,
GCF_002025045.1,PRJNA224116,SAMN06472830,,na,1352,1352,Enterococcus faecium,,2014-VREF-268,latest,Complete Genome,Major,Full,2017/03/13,ASM202504v1,Asia Pacific Foundation for Infectious Diseases (APFID),GCA_002025045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/045/GCF_002025045.1_ASM202504v1,,,6.0,4.0,3055.0,3392168.0,,,37.5511177512,,,,,
GCF_002025065.1,PRJNA224116,SAMN06472829,,na,1352,1352,Enterococcus faecium,,2014-VREF-63,latest,Complete Genome,Major,Full,2017/03/13,ASM202506v1,Asia Pacific Foundation for Infectious Diseases (APFID),GCA_002025065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/065/GCF_002025065.1_ASM202506v1,,,6.0,4.0,2943.0,3238466.0,,,37.6050265774,,,,,
GCF_002334625.1,PRJNA224116,SAMN07638053,,na,1352,1352,Enterococcus faecium,strain=K60-39,,latest,Complete Genome,Major,Full,2017/09/21,ASM233462v1,Norwegian National Advisory Unit on Detection of Antimicrobial Resistance,GCA_002334625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/334/625/GCF_002334625.1_ASM233462v1,,,6.0,5.0,2806.0,3071612.0,,,37.7421692584,,,,,
GCF_900066025.1,PRJNA224116,SAMEA3726417,,na,1352,1352,Enterococcus faecium,,EFE10021,latest,Complete Genome,Major,Full,2016/02/02,Enterococcus faecium E1002 isolate,"Institute of Biotechnology, Univerity of Helsinki",GCA_900066025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/066/025/GCF_900066025.1_Enterococcus_faecium_E1002_isolate,,,6.0,1.0,2389.0,2614649.0,,,38.1422133525,,,,,
GCF_900092475.1,PRJNA224116,SAMEA4067785,,na,1352,1352,Enterococcus faecium,,Ef_aus00233,latest,Complete Genome,Major,Full,2016/07/22,Ef_aus00233,UNIVERSITY OF MELBOURNE,GCA_900092475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/475/GCF_900092475.1_Ef_aus00233,,,6.0,6.0,3062.0,3272427.0,,,37.7848612055,,,,,
GCF_001558875.1,PRJNA224116,SAMN03996308,,na,1353,1353,Enterococcus gallinarum,strain=FDAARGOS_163,,latest,Complete Genome,Major,Full,2016/02/11,ASM155887v1,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_001558875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/875/GCF_001558875.1_ASM155887v1,,,5.0,2.0,3334.0,3821349.0,GCF_001558875.1_Enterococcus gallinarum_strain=FDAARGOS_163,0.445128296709,42.3249747668,5179.0,@GCF_001558875.1_Enterococcus_gallinarum_strain_FDAARGOS_163,179.0,0.00383218,136.0
GCF_000271405.2,PRJNA224116,SAMN02604142,,representative genome,768486,1354,Enterococcus hirae ATCC 9790,strain=ATCC 9790,,latest,Complete Genome,Major,Full,2012/06/20,ASM27140v2,University of Bern,GCA_000271405.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/405/GCF_000271405.2_ASM27140v2,,assembly from type material,6.0,2.0,2479.0,2856440.0,GCF_000271405.2_Enterococcus hirae ATCC 9790_strain=ATCC 9790,0.470431100825,36.9000224055,5185.0,@GCF_000271405.2_Enterococcus_hirae_ATCC_9790_strain_ATCC_9790,127.0,0.00119942,11.0
GCF_001641305.1,PRJNA224116,SAMN04892752,,na,1354,1354,Enterococcus hirae,strain=R17,,latest,Complete Genome,Major,Full,2016/05/10,ASM164130v1,China National Center for Food Safety Risk Assessment,GCA_001641305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/305/GCF_001641305.1_ASM164130v1,,,6.0,2.0,2494.0,2960055.0,GCF_001641305.1_Enterococcus hirae_strain=R17,0.458588261288,36.9229287969,5184.0,@GCF_001641305.1_Enterococcus_hirae_strain_R17,144.0,0.00239663,21.0
GCF_002278015.1,PRJNA224116,SAMN04875571,,na,1354,1354,Enterococcus hirae,strain=FDAARGOS_234,,latest,Complete Genome,Major,Full,2017/08/30,ASM227801v1,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_002278015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/015/GCF_002278015.1_ASM227801v1,,,6.0,1.0,2357.0,2845444.0,GCF_002278015.1_Enterococcus hirae_strain=FDAARGOS_234,0.470381586928,36.9884981043,5183.0,@GCF_002278015.1_Enterococcus_hirae_strain_FDAARGOS_234,134.0,0.00238919,34.0
GCF_000006865.1,PRJNA57671,SAMN02603339,,reference genome,272623,1358,Lactococcus lactis subsp. lactis Il1403,strain=IL1403,,latest,Complete Genome,Major,Full,2001/03/21,ASM686v1,INRA,GCA_000006865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/865/GCF_000006865.1_ASM686v1,,,6.0,1.0,2277.0,2365589.0,GCF_000006865.1_Lactococcus lactis subsp. lactis Il1403_strain=IL1403,0.464497535231,35.3293830839,5295.0,@GCF_000006865.1_Lactococcus_lactis_subsp._lactis_Il1403_strain_IL1403,149.0,1e-06,434.0
GCF_000009425.1,PRJNA224116,SAMEA3138204,,na,416870,1358,Lactococcus lactis subsp. cremoris MG1363,strain=MG1363,,latest,Complete Genome,Major,Full,2007/02/06,ASM942v1,MG1363 Sequencing Consortium,GCA_000009425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/425/GCF_000009425.1_ASM942v1,,,6.0,1.0,2336.0,2529478.0,GCF_000009425.1_Lactococcus lactis subsp. cremoris MG1363_strain=MG1363,0.462668873288,35.7455569884,5302.0,@GCF_000009425.1_Lactococcus_lactis_subsp._cremoris_MG1363_strain_MG1363,182.0,0.00125183,637.0
GCF_000014545.1,PRJNA224116,SAMN02598527,,na,272622,1358,Lactococcus lactis subsp. cremoris SK11,strain=SK11,,latest,Complete Genome,Major,Full,2006/10/13,ASM1454v1,"US DOE Joint Genome Institute (JGI), The Lactic Acid Bacteria Genome Consortium and Fidelity Systems Inc.",GCA_000014545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/545/GCF_000014545.1_ASM1454v1,,,7.0,6.0,2349.0,2598348.0,GCF_000014545.1_Lactococcus lactis subsp. cremoris SK11_strain=SK11,0.469033792529,35.7838518936,5292.0,@GCF_000014545.1_Lactococcus_lactis_subsp._cremoris_SK11_strain_SK11,161.0,0.00377402,363.0
GCF_000025045.1,PRJNA224116,SAMN02603087,,na,684738,1358,Lactococcus lactis subsp. lactis KF147,strain=KF147,,latest,Complete Genome,Major,Full,2009/12/18,ASM2504v1,"Center for Molecular and Biomolecular Informatics, Radboud University Medical Centre Nijmegen, the Netherlands",GCA_000025045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/045/GCF_000025045.1_ASM2504v1,,,6.0,2.0,2431.0,2635654.0,,,34.8743044421,,,,,
GCF_000143205.1,PRJNA224116,SAMN02603175,,na,746361,1358,Lactococcus lactis subsp. cremoris NZ9000,strain=NZ9000,,latest,Complete Genome,Major,Full,2010/07/02,ASM14320v1,Department of Biochemistry - University of Groningen (The Netherlands),GCA_000143205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/205/GCF_000143205.1_ASM14320v1,,,6.0,1.0,2340.0,2530294.0,,,35.7402736599,,,,,
GCF_000192705.1,PRJNA224116,SAMN02603398,,na,929102,1358,Lactococcus lactis subsp. lactis CV56,strain=CV56,,latest,Complete Genome,Major,Full,2011/03/18,ASM19270v1,"Institute of Microbiology, Chinese Academy of Sciences",GCA_000192705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/705/GCF_000192705.1_ASM19270v1,,,6.0,6.0,2332.0,2518737.0,GCF_000192705.1_Lactococcus lactis subsp. lactis CV56_strain=CV56,0.46090358588,35.1322905091,5297.0,@GCF_000192705.1_Lactococcus_lactis_subsp._lactis_CV56_strain_CV56,187.0,1e-06,733.0
