sample_name,GenBank BioSample,NCBI SRA,project_id,source_mat_id,latitude,longitude,habitat_name,taxon_id,strain,genus,species,family,depth,sample_collection_site,class,phylum,assembly_accession_number,collection_date,date_of_experiment,day_portion_of_day_night_cycle_in_hours,envo_term_for_habitat_primary_term,growth_medium,investigation_type,light,other_collection_site_info,sample_material,experimental_salinity,experimental_temperature,fastq_file,night_portion_of_day_night_cycle_in_hours,primary_citation,longhurst_province,ph,clonal,envo_term_for_habitat_secondary_term,habitat_description,prey_organism_if_applicable,environmental_salinity,other_experimental_metadata_available,country,axenic,modifications_to_growth_medium,additional_citations,collection_time,other_environmental_metadata_available,environmental_temperature,phosphate,nitrate,iron,trace_elements,pressure,carbon_dioxide,ammonium,pcr_amp,silicate,sample_type,sample_description,collection_start_time,collection_stop_time,site_name,site_description,library_acc,sequencing_method,dna_type,comments,order,superkingdom,combined_assembly_name,external_sample_id,habitat,principle_investigator,sample_volume,volume_unit,filter_min,filter_max,filter_fraction_maximum,filter_fraction_minimum,volume_filtered,urea,chlorophyll,elevation,dissolved_oxygen,particulate_organic_carbon,region,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
MMETSP1032,2740535,SRS621349,104,CAM_SMPL_002586,27.8,97.13,marine habitat,160621,CCMP 1738,Lingulodinium,polyedra,Gonyaulacaceae,,Gulf of Mexico,Dinophyceae,Dinophyta,CAM_ASM_000404,,09-SEP-11,12.0,Acquatic: marine,f/2 - Si artificial seawater,EU,150.0,Texas Coast,,28.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP103/MMETSP1032.fastq.tar,12.0,,,8.3,1,Not Applicable,Gulf of Mexico off the coast of Texas,,,"Chlorophyll, DMSPt, DMSPd, and DMSPp will be measured. Dimethylsulfonium derivatives will also be analyzed.",US,No,"f/2 for all nutrients, minus the addition of Si","Tanikawa, N., H. Akimoto, K. Ogoh, W. Chun, and Y. Ohmiya. 2004. Expressed sequence tag analysis of the dinoflagellate Lingulodinium polyedrum during dark phase. Photochem Photobiol 80:31-5. Mayali, X., P. J. Franks, and F. Azam. 2008. Cultivation and eco",,,,36.2,882.0,,24500.0,,,,No,,eukaryotes,Lingulodinium polyedra CCMP 1738,,,Gulf of Mexico,Texas Coast,CAM_LIB_001352,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1032"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1032</a>",Gonyaulacales,Eukaryota,Lingulodinium-polyedra-CCMP1738,1738 light 8 hrs,marine habitat,Mary Ann Moran,,,,,,,,,,,,,,,,,,MMETSP1032|Lingulodinium-polyedra-CCMP1738,,,90.0,@MMETSP1032_Lingulodinium-polyedra-CCMP1738,286.0,0.168275,5851.0
MMETSP1036,2740253,SRS621400,104,CAM_SMPL_002590,57.0525,2.50056,marine habitat,632150,3D9,Azadinium,spinosum,Unknown,,North Sea,Dinophyceae,Dinophyta,CAM_ASM_000408,15-JUN-07,15-MAY-11,14.0,,half stength K (Keller et al. 1987) amended seawater,EU,90.0,,Seawater,32.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP103/MMETSP1036.fastq.tar,10.0,"Tillmann,U., Elbraechter,M., Krock,B., John,U. and Cembella,A.(2009). Azadinium spinosum gen. et sp. nov. (Dinophyceae) identified as a primary producer of azaspiracid toxins. Eur. J. Phycol. 44 (1), 63-79",NECS,8.0,1,,coastal North Sea water,,34.0,,UNITED KINGDOM,1,supplemented with selenite (Dahl et al. 1989),,,,12.0,3.6,88.0,1.17,107.6,,,,No,,eukaryotes,Azadinium spinosum 3D9,2007-06-15 00:00:00.0,2007-06-15 00:00:00.0,North Sea,,CAM_LIB_001356,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1036"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1036</a>",Gonyaulacales,Eukaryota,Azadinium-spinosum-3D9,3D9_C,marine habitat,Uwe John,1.0,L,3.0,20.0,20.0,3.0,1.0,,,,,,,,,,,MMETSP1036|Azadinium-spinosum-3D9,,,128.0,@MMETSP1036_Azadinium-spinosum-3D9,280.0,0.0138095,5690.0
MMETSP1039,2740140,SRS621353,104,CAM_SMPL_002593,43.5,14.5,marine habitat,267567,FE7,Skeletonema,marinoi,Skeletonemaceae,2.0,Adriatic Sea,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000411,15-MAR-97,15-SEP-11,12.0,Acquatic: marine,f/2 amended sea water,EU,100.0,,Seawater,36.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP103/MMETSP1039.fastq.tar,12.0,"Sarno, D., Kooistra, W. H. C. F., Medlin, L. K., Percopo, I. and Zingone, A. (2005), DIVERSITY IN THE GENUS SKELETONEMA (BACILLARIOPHYCEAE). II. AN ASSESSMENT OF THE TAXONOMY OF S. COSTATUM-LIKE SPECIES WITH THE DESCRIPTION OF FOUR NEW SPECIES. Journal of",MEDI,8.2,1,,"coastal waters, surface layer",,37.0423,,ITALY,No,,,,,18.0,36.3,883.0,,24500.0,,,,No,107.0,eukaryotes,Skeletonema marinoi FE7,1997-03-15 00:00:00.0,1997-03-15 00:00:00.0,Adriatic Sea,,CAM_LIB_001359,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1039"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1039</a>",,Eukaryota,,FE7,marine habitat,Giovanna Romano,,,,,,,,,,,,,,,,,,MMETSP1039|Skeletonema-marinoi-FE7,,,493.0,@MMETSP1039_Skeletonema-marinoi-FE7,231.0,1e-06,2260.0
MMETSP1040,2740237,SRS621355,104,CAM_SMPL_002594,43.5,14.5,marine habitat,267567,FE60,Skeletonema,marinoi,Skeletonemaceae,2.0,Adriatic Sea,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000412,25-FEB-05,15-SEP-11,12.0,Acquatic: marine,f/2 amended sea water,EU,100.0,,Seawater,36.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP104/MMETSP1040.fastq.tar,12.0,"Sarno, D., Kooistra, W. H. C. F., Medlin, L. K., Percopo, I. and Zingone, A. (2005), DIVERSITY IN THE GENUS SKELETONEMA (BACILLARIOPHYCEAE). II. AN ASSESSMENT OF THE TAXONOMY OF S. COSTATUM-LIKE SPECIES WITH THE DESCRIPTION OF FOUR NEW SPECIES. Journal of",MEDI,8.2,1,,"coastal waters, surface layer",,37.0423,,ITALY,No,,,,,18.0,36.3,883.0,,24500.0,,,,No,107.0,eukaryotes,Skeletonema marinoi FE60,2005-02-25 00:00:00.0,2005-02-25 00:00:00.0,Adriatic Sea,,CAM_LIB_001360,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1040"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1040</a>",,Eukaryota,,FE60,marine habitat,Giovanna Romano,,,,,,,,,,,,,,,,,,MMETSP1040|Skeletonema-marinoi-FE60,,,494.0,@MMETSP1040_Skeletonema-marinoi-FE60,216.0,1e-06,2121.0
MMETSP1041,2740539,SRS621441,104,CAM_SMPL_002595,29.8,-85.67,,464988,CCMP439,Hemiselmis,andersenii,Hemiselmidaceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000413,,01-DEC-11,12.0,,K,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP104/MMETSP1041.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,K without silicate,,,,,10.0,882.0,,122766.0,,,50.0,No,,eukaryotes,Hemiselmis andersenii CCMP439,,,,,CAM_LIB_001361,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1041"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1041</a>",Cryptomonadales,Eukaryota,,Han439.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1041|Hemiselmis-andersenii-CCMP439,,,314.0,@MMETSP1041_Hemiselmis-andersenii-CCMP439,221.0,0.00112694,2347.0
MMETSP1042,2740540,SRS621442,104,CAM_SMPL_002596,,,,464988,CCMP1180,Hemiselmis,andersenii,Hemiselmidaceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000414,,01-DEC-11,12.0,,K,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP104/MMETSP1042.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,K without silicate,,,,,10.0,882.0,,122766.0,,,50.0,No,,eukaryotes,Hemiselmis andersenii CCMP1180,,,,,CAM_LIB_001362,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1042"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1042</a>",Cryptomonadales,Eukaryota,,Han1180.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1042|Hemiselmis-andersenii-CCMP1180,,,317.0,@MMETSP1042_Hemiselmis-andersenii-CCMP1180,222.0,0.00100761,2632.0
MMETSP1043,2740541,SRS621443,104,CAM_SMPL_002597,23.0,-75.0,,464988,CCMP441,Hemiselmis,andersenii,Hemiselmidaceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000415,,01-DEC-11,12.0,,K,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP104/MMETSP1043.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,K without silicate,,,,,10.0,882.0,,122766.0,,,50.0,No,,eukaryotes,Hemiselmis andersenii CCMP441,,,,,CAM_LIB_001363,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1043"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1043</a>",Cryptomonadales,Eukaryota,,Han441.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1043|Hemiselmis-andersenii-CCMP441,,,315.0,@MMETSP1043_Hemiselmis-andersenii-CCMP441,206.0,1e-06,2163.0
MMETSP1047,2740542,SRS621444,104,CAM_SMPL_002598,41.22,-73.06,,52970,CCMP1319,Rhodomonas,salina,Pyrenomonadaceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000416,,01-DEC-11,12.0,,f/2-Si,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP104/MMETSP1047.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,,,,,,26.0,882.0,,115345.0,,,,No,,eukaryotes,Rhodomonas salina CCMP1319,,,,,CAM_LIB_001364,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1047"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1047</a>",Pyrenomonadales,Eukaryota,,Rsal1319.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1047|Rhodomonas-salina-CCMP1319,,,213.0,@MMETSP1047_Rhodomonas-salina-CCMP1319,221.0,0.164769,2566.0
MMETSP1048,2740543,SRS621445,104,CAM_SMPL_002599,41.22,-73.06,,3032,CCMP325,Hanusia,phi,Geminigeraceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000417,,01-DEC-11,12.0,,h/2-Si,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP104/MMETSP1048.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,,,,,,26.0,882.0,,,,,500.0,No,,eukaryotes,Hanusia phi CCMP325,,,,,CAM_LIB_001365,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1048"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1048</a>",Pyrenomonadales,Eukaryota,,Hphi325.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1048|Hanusia-phi-CCMP325,,,302.0,@MMETSP1048_Hanusia-phi-CCMP325,207.0,0.0137198,2473.0
MMETSP1049,2740544,SRS621446,104,CAM_SMPL_002600,,,,77928,CCMP704,Proteomonas,sulcata,Geminigeraceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000418,,01-DEC-11,12.0,,f/2-Si,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP104/MMETSP1049.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,,,,,,26.0,882.0,,115345.0,,,,No,,eukaryotes,Proteomonas sulcata CCMP704,,,,,CAM_LIB_001366,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1049"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1049</a>",Pyrenomonadales,Eukaryota,,Psul704.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1049|Proteomonas-sulcata-CCMP704,,,311.0,@MMETSP1049_Proteomonas-sulcata-CCMP704,187.0,0.0485314,1682.0
MMETSP1050,2740545,SRS621448,104,CAM_SMPL_002601,,,,233186,CCAP979/52,Cryptomonas,curvata,Cryptomonadaceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000419,,01-DEC-11,12.0,,JM,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP105/MMETSP1050.fastq.tar,12.0,,,8.0,Unknown,,,,,,,No,,,,,,191.0,1025.0,,8600.0,,,0.8,No,,eukaryotes,Cryptomonas curvata CCAP979/52,,,,,CAM_LIB_001367,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1050"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1050</a>",Cryptomonadales,Eukaryota,,Csp979/52.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1050|Cryptomonas-curvata-CCAP979-52,,,216.0,@MMETSP1050_Cryptomonas-curvata-CCAP979-52,203.0,0.199256,2424.0
MMETSP1052,2740546,SRS621447,104,CAM_SMPL_002602,43.0,-69.0,,227086,CCMP623,Bigelowiella,natans,Chlorarachniaceae,,,Chlorarachniophyceae,Chlorarachniophyta,CAM_ASM_000420,,01-DEC-11,12.0,,K,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP105/MMETSP1052.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,K without silicate,,,,,10.0,882.0,,122766.0,,,50.0,No,,eukaryotes,Bigelowiella natans CCMP623,,,,,CAM_LIB_001368,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1052"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1052</a>",,Eukaryota,,Bnat623.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1052|Bigelowiella-natans-CCMP623,,,428.0,@MMETSP1052_Bigelowiella-natans-CCMP623,256.0,1e-06,2928.0
MMETSP1054,2740547,SRS621449,104,CAM_SMPL_002603,,,,227086,CCMP1259,Bigelowiella,natans,Unknown,,,Unknown,Unknown,CAM_ASM_000421,,01-DEC-11,12.0,,K,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP105/MMETSP1054.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,K without silicate,,,,,10.0,882.0,,122766.0,,,50.0,No,,eukaryotes,Bigelowiella natans CCMP1259,,,,,CAM_LIB_001369,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1054"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1054</a>",,Eukaryota,,CCMP1259.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1054|Bigelowiella-natans-CCMP1259,,,427.0,@MMETSP1054_Bigelowiella-natans-CCMP1259,277.0,0.00672129,3148.0
MMETSP1055,2740548,SRS621450,104,CAM_SMPL_002604,43.0,-69.0,,227086,CCMP1258.1,Bigelowiella,natans,Unknown,,,Unknown,Unknown,CAM_ASM_000422,,01-DEC-11,12.0,,K,EU,,,,,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP105/MMETSP1055.fastq.tar,12.0,,,8.0,Unknown,,,,,,,Unknown,K without silicate,,,,,10.0,882.0,,122766.0,,,50.0,No,,eukaryotes,Bigelowiella natans CCMP1258.1,,,,,CAM_LIB_001370,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1055"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1055</a>",,Eukaryota,,CCMP1258.1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP1055|Bigelowiella-natans-CCMP1258-1,,,430.0,@MMETSP1055_Bigelowiella-natans-CCMP1258-1,253.0,0.00317863,3080.0
MMETSP1057,2740037,SRS621480,104,CAM_SMPL_002606,43.8442,-69.641,marine habitat,29205,CCMP 338,Cyclotella,meneghiniana,Skeletonemaceae,,Atlantic_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000424,01-JAN-76,28-SEP-11,16.0,Acquatic: marine,f/2,EU,166.0,"Dyer's Dock, Boothbay Harbor, Maine USA",Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP105/MMETSP1057.fastq.tar,8.0,,NWCS,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Cyclotella meneghiniana CCMP 338,1976-01-01 00:00:00.0,1976-01-01 00:00:00.0,Atlantic_Ocean,"Dyer's Dock, Boothbay Harbor, Maine USA",CAM_LIB_001372,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1057"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1057</a>",,Eukaryota,,Cyclotella meneghiniana,marine habitat,E. Virginia Armbrust,4.0,L,0.8,0.8,0.8,0.8,4.0,,,,,,,,,,,MMETSP1057|Cyclotella-meneghiniana-CCMP338,,,475.0,@MMETSP1057_Cyclotella-meneghiniana-CCMP338,245.0,0.057519,1619.0
MMETSP1058,2739973,SRS621481,104,CAM_SMPL_002607,41.6,-71.4,marine habitat,83371,CCMP 353,Detonula,confervacea,Skeletonemaceae,,Atlantic_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000425,07-JAN-59,28-OCT-11,16.0,Acquatic: marine,f/2,EU,166.0,"Narragansett Bay, Rhode Island, USA",Seawater,21.0,6.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP105/MMETSP1058.fastq.tar,8.0,,NWCS,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Detonula confervacea CCMP 353,1959-01-07 00:00:00.0,1959-01-07 00:00:00.0,Atlantic_Ocean,"Narragansett Bay, Rhode Island, USA",CAM_LIB_001373,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1058"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1058</a>",,Eukaryota,,Detonula confervacea,marine habitat,E. Virginia Armbrust,4.0,L,0.4,0.4,0.4,0.4,4.0,,,,,,,,,,,MMETSP1058|Detonula-confervacea-CCMP353,,,478.0,@MMETSP1058_Detonula-confervacea-CCMP353,255.0,0.0150442,1845.0
MMETSP1059,2740323,SRS621482,104,CAM_SMPL_002608,34.27944,114.22222,freshwater habitat,35127,FW,Thalassiosira,sp.,Skeletonemaceae,,OTHER,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000426,01-JAN-10,28-SEP-11,16.0,Aquatic: freshwater,COMBO,EU,166.0,"Copper Basin Reservoir, California",Freshwater,21.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP105/MMETSP1059.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,UNITED KINGDOM,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Thalassiosira sp. FW,2010-01-01 00:00:00.0,2010-01-01 00:00:00.0,OTHER,"Copper Basin Reservoir, California",CAM_LIB_001374,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1059"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1059</a>",,Eukaryota,,Thalassiosira sp.,freshwater habitat,E. Virginia Armbrust,4.0,L,0.8,0.8,0.8,0.8,4.0,,,313.0,,,,,,,,MMETSP1059|Thalassiosira-sp-FW,,,476.0,@MMETSP1059_Thalassiosira-sp-FW,221.0,0.0180959,1473.0
MMETSP1080,2740030,SRS621390,104,CAM_SMPL_002611,40.75,14.33,marine habitat,38833,CCMP1646,Micromonas,sp,Mamiellaceae,,Gulf of Naples,Prasinophyceae,Chlorophyta,CAM_ASM_000429,01-JUL-73,09-DEC-11,14.0,Acquatic: marine,f/2 amended natural sea water (Monterey Bay),EU,150.0,,seawater,35.0,21.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP108/MMETSP1080.fastq.tar,10.0,,MEDI,8.3,Unknown,Other,,,,,ITALY,1,silicate omitted,,,none,,36.0,882.0,,12795.0,,,,No,,eukaryotes,Micromonas sp CCMP1646,1973-07-01 00:00:00.0,1973-07-01 00:00:00.0,Gulf of Naples,,CAM_LIB_001377,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1080"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1080</a>",Mamiellales,Eukaryota,,CCMP1646,marine habitat,Alexandra Z. Worden,,,,,,,,,,,,,,,,,,MMETSP1080|Micromonas-sp-CCMP1646,,,393.0,@MMETSP1080_Micromonas-sp-CCMP1646,201.0,0.00194322,1774.0
MMETSP1115,2740187,SRS621358,104,CAM_SMPL_002613,-23.5,152.0,marine habitat,631057,CCMP2430,Symbiodinium,sp.,Symbiodiniaceae,,Pacific_Ocean,Dinophyceae,Dinophyta,CAM_ASM_000431,01-AUG-00,01-OCT-11,12.0,,f/2 amended seawater,EU,200.0,,,34.0,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP111/MMETSP1115.fastq.tar,12.0,,AUSE,8.1,No,,,,,RNA will be harvested from 1 L of culture during normal exponential growth,AUSTRALIA,No,"f/2 for all nutrients, no Na2SiO3 added",,,,,36.2,882.0,,12794.0,,,,No,,eukaryotes,Symbiodinium sp. CCMP2430,2000-08-01 00:00:00.0,2000-08-01 00:00:00.0,Pacific_Ocean,,CAM_LIB_001379,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1115"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1115</a>",Suessiales,Eukaryota,Symbiodinium-sp-CCMP2430,CCMP2430 T0 Control,marine habitat,William Wilson,,,,,,,,,,,,,,,,,,MMETSP1115|Symbiodinium-sp-CCMP2430,,,104.0,@MMETSP1115_Symbiodinium-sp-CCMP2430,254.0,0.0228487,3945.0
MMETSP1061,2740344,SRS621484,104,CAM_SMPL_002616,47.6901,-122.40041,marine habitat,37318,cf. pungens,Pseudo-nitzschia,pungens,Bacillariaceae,,Pacific_Ocean,Bacillariophyceae,Bacillariophyta,CAM_ASM_000434,01-JUL-10,,16.0,Acquatic: marine,f/2,EU,166.0,"Golden Gardens, Puget Sound, WA",Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP106/MMETSP1061.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Pseudo-nitzschia pungens cf. pungens,2010-07-01 00:00:00.0,2010-07-01 00:00:00.0,Pacific_Ocean,"Golden Gardens, Puget Sound, WA",CAM_LIB_001382,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1061"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1061</a>",,Eukaryota,,Pseudo-nitzschia pungens cf. pungens,marine habitat,E. Virginia Armbrust,4.0,L,0.4,0.4,0.4,0.4,4.0,,,,,,,,,,,MMETSP1061|Pseudo-nitzschia-pungens-cf-pungens,,,544.0,@MMETSP1061_Pseudo-nitzschia-pungens-cf-pungens,229.0,0.0107478,1509.0
MMETSP1062,2740242,SRS621366,104,CAM_SMPL_002617,,,marine habitat,49249,Pop1 (SS4),Ditylum,brightwellii,Lithodesmiaceae,,Pacific_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000435,06-JUN-06,26-MAY-10,16.0,Acquatic: marine,aquil,EU,166.0,"Sequim Bay, Straight of Juan de Fuca",Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP106/MMETSP1062.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Ditylum brightwellii Pop1 (SS4),2006-06-06 00:00:00.0,2006-06-06 00:00:00.0,Pacific_Ocean,"Sequim Bay, Straight of Juan de Fuca",CAM_LIB_001383,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1062"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1062</a>",Lithodesmiales,Eukaryota,,Ditylum brightwellii,marine habitat,E. Virginia Armbrust,4.0,L,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,MMETSP1062|Ditylum-brightwellii-Pop1(SS4),,,508.0,@MMETSP1062_Ditylum-brightwellii-Pop1_SS4_,246.0,1e-06,3184.0
MMETSP1063,2740243,SRS621367,104,CAM_SMPL_002618,,,marine habitat,49249,Pop2 (SS10),Ditylum,brightwellii,Lithodesmiaceae,,Pacific_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000436,06-JUN-06,07-JUN-10,16.0,Acquatic: marine,aquil,EU,166.0,"Sequim Bay, Straight of Juan de Fuca",Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP106/MMETSP1063.fastq.tar,8.0,,,8.0,1,Not Applicable,,,,,US,No,,,,no other types of environmental metadata available,,36.2,882.0,,24.6634,,,,No,106.0,eukaryotes,Ditylum brightwellii Pop2 (SS10),2006-06-06 00:00:00.0,2006-06-06 00:00:00.0,Pacific_Ocean,"Sequim Bay, Straight of Juan de Fuca",CAM_LIB_001384,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1063"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1063</a>",Lithodesmiales,Eukaryota,,Ditylum brightwellii,marine habitat,E. Virginia Armbrust,4.0,L,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,MMETSP1063|Ditylum-brightwellii-Pop2(SS10),,,510.0,@MMETSP1063_Ditylum-brightwellii-Pop2_SS10_,254.0,0.002104,3159.0
